keyword,category,title,final_price,rating,reviews,platform,delivery,currency,is_emi,link
xiaomi,mobile,Xiaomi 17 12GB256GB White  1Year Warranty,54447.17,4.9,125.0,bludiode european transactions,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:16797301955906940979,headlineOfferDocid:16797301955906940979,imageDocid:5025302822261052446,rds:PC_3816196488328616392|PROD_PC_3816196488328616392,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi 17 Pro Smartphone Android 16 Snapdragon 8 Elite Gen 5 Octa Core,84327.17,4.4,145.0,ebay - likesell365,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:10605189361042895840,headlineOfferDocid:10605189361042895840,imageDocid:9669808978005248707,rds:PC_772329185515210719|PROD_PC_772329185515210719,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Redmi Pad SE 87,11536.17,4.9,15000.0,techinn.com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:7924525535942385857,productid:16817177510325682850,headlineOfferDocid:3156890687133814797,imageDocid:2698630453476386911,rds:PC_13929241110048363270|PROD_PC_13929241110048363270,gpcid:13929241110048363270,mid:576462900151444649,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Redmi 13C 5G 256gb ROM 8GB RAM Dual SIM GSM Unlocked  Blue,18259.170000000002,,,walmart - myworldphone,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:8927090255408749580,headlineOfferDocid:8927090255408749580,imageDocid:3435029884410638287,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Civi 5g 655 Inch 256gb Rom 12gb Ram Cell Phone Excellent,15205.599999999999,,,ebay,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:10814109207621229350,headlineOfferDocid:10814109207621229350,imageDocid:12640098745573863314,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Redmi Note 14 5G Dual Sim 256GB White 8GB RAM  China Version at Etoren,26145.0,4.7,26.0,etoren.com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:6636534884027215763,headlineOfferDocid:6636534884027215763,imageDocid:7757289278230004825,rds:PC_8685280788731161613|PROD_PC_8685280788731161613,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Redmi Note 14 Pro 5G Dual SIM 12GB256GB  Aurora Purple Global,23987.0,4.7,12000.0,pdaplaza canada,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:358300776461464145,headlineOfferDocid:358300776461464145,imageDocid:12942450642109523716,rds:PC_12876536217781531422|PROD_PC_12876536217781531422,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi 17 Pro Max 5g  Snapdragon 8 Elite Gen5  7500mah 100w50w ,111716.34,4.4,133.0,ebay - kiplink,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:10960327949537342618,headlineOfferDocid:10960327949537342618,imageDocid:11553238892189354283,rds:PC_3284074874028719571|PROD_PC_3284074874028719571,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Smart Band 9,1783.6699999999998,4.8,30000.0,bikeinn.com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:5660795032670126995,productid:12564250934566053529,headlineOfferDocid:13786562253277598415,imageDocid:4365105672319300520,rds:PC_12355536467329564708|PROD_PC_12355536467329564708,gpcid:12355536467329564708,mid:576462790725702825,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Redmi Note 14 Pro 5G,29155.41,4.7,12000.0,sears - ami ventures inc,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:11718883362600874279,productid:6643327038169711554,headlineOfferDocid:459749961609800931,imageDocid:7392836144589322749,rds:PC_12876536217781531422|PROD_PC_12876536217781531422,gpcid:12876536217781531422,mid:576462816912353824,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi 13 636 50mp 128gb 256gb 512gb Snapdragon 8 Gen 2 Smartphone,21497.0,4.6,456.0,ebay - winwin2010,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:11815331806304281806,headlineOfferDocid:11815331806304281806,imageDocid:4127928290618763755,rds:PC_5052341412606338064|PROD_PC_5052341412606338064,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Redmi Pad SE WiFi 11 Octa Core,6308.0,4.8,7700.0,brickstone kitchen + bar,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:11650307217745195537,productid:3586539483090791447,headlineOfferDocid:16083069003759260030,imageDocid:10666144682207083394,rds:PC_4952530256119200341|PROD_PC_4952530256119200341,gpcid:4952530256119200341,mid:576462893631020637,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Mi Jia Smart Wireless Switch,1493.1699999999998,4.5,33.0,xiaomi eu store,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:8666973531309083705,productid:10770729365249960341,headlineOfferDocid:5214149845934150596,imageDocid:14537584379714413080,rds:PC_12487089595361282384|PROD_PC_12487089595361282384,gpcid:12487089595361282384,mid:576462835713498545,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi 17 Ultra Smartphone 69 AMOLED Snapdragon 8 Elite Gen 5 Android 16,109145.0,4.8,427.0,ebay - helloworld2003,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:11151746074345165115,headlineOfferDocid:11151746074345165115,imageDocid:808260896225881514,rds:PC_5568752279026963739|PROD_PC_5568752279026963739,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Smart Camera C400,3402.17,4.9,8500.0,techinn.com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:15745168502738977746,productid:12482389136500761181,headlineOfferDocid:426584075992711419,imageDocid:2854348228992541879,rds:PC_15417562210260799052|PROD_PC_15417562210260799052,gpcid:15417562210260799052,mid:576462732865620221,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Smart Band 10,3515.05,4.9,23000.0,dynsol,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:5015261823280694878,productid:5854580022303519281,headlineOfferDocid:15239849866260518941,imageDocid:2096568864279653136,rds:PC_9185057092000426621|PROD_PC_9185057092000426621,gpcid:9185057092000426621,mid:576462886067697283,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi 14 Civi,57685.0,,,ebay,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:17892470232081731078,productid:1392801521743004471,headlineOfferDocid:17224473950230587413,imageDocid:13855937114961395782,gpcid:2779868560110113203,mid:576462847615941962,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Redmi 14C 128GB 68in  Unlocked New Sealed,21497.0,4.7,21000.0,poshmark,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:11162466146401354960,headlineOfferDocid:11162466146401354960,imageDocid:16662447757898807821,rds:PC_11504663859095761433|PROD_PC_11504663859095761433,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Unlocked Xiaomi Mi 11 Ultra 5g 256512gb Dual Sim 681 50mp 5000mah,27888.0,4.6,455.0,ebay - phoneandaccessory,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:2960516055797682989,headlineOfferDocid:2960516055797682989,imageDocid:14530384519300470851,rds:PC_942552831881692500|PROD_PC_942552831881692500,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi 2 Pro Kettle,3817.17,4.6,307.0,techinn.com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:14970048744685757918,productid:9595006997302295523,headlineOfferDocid:9494445318349389029,imageDocid:4164328888159112091,rds:PC_15509379228525061808|PROD_PC_15509379228525061808,gpcid:15509379228525061808,mid:576462497821915394,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi 14 Smartphone,58017.0,,,ebay - easterngood,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:14164397489715651863,productid:6875152767236973852,headlineOfferDocid:5578409812764104377,imageDocid:4000937225829487991,gpcid:2820590075555441480,mid:576462765155945185,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Electric Kettle 2,2905.0,4.8,2600.0,diginet store,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:9601991201942864584,productid:942343845469567025,headlineOfferDocid:8349245929537730515,imageDocid:8868345662309622901,rds:PC_3377292609808902488|PROD_PC_3377292609808902488,gpcid:3377292609808902488,mid:576462511259258738,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Redmi Pad SE 110 inch Wifi 128GB Purple 6GB RAM  China Version at Etoren,18177.0,4.8,7700.0,etoren.com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:10121838997793831179,headlineOfferDocid:10121838997793831179,imageDocid:1531038664520728067,rds:PC_4952530256119200341|PROD_PC_4952530256119200341,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,NOTHING Graphic Digital Download Image Joke Prank Gag Gift,82.17,,,etsy - digismartpress,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=productid:11138978360939571023,headlineOfferDocid:11138978360939571023,imageDocid:2335204368378742678,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing Phone,66399.17,4.7,493.0,best buy,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:3520551243489243715,productid:4012672635672424154,headlineOfferDocid:17296074380414690097,imageDocid:10952966088663035078,rds:PC_16127829128511898291|PROD_PC_16127829128511898291,gpcid:16127829128511898291,mid:576462835053825743,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing Ear 2024 Wireless Earbuds,9047.0,4.6,891.0,nothing us,Free delivery by Wed,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:8234494512552705530,productid:4438899476593456363,headlineOfferDocid:13002765508858305402,imageDocid:14243858679467131185,rds:PC_1369772385361214601|PROD_PC_1369772385361214601,gpcid:1369772385361214601,mid:576462529878060707,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing Phone 4 a 5G 128GB 8GB RAM Gsm Unlocked Phone Qualcomm SM7635AC Snapdragon 7s Gen 4 50MP,29132.170000000002,4.4,1200.0,swiftronics usa,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:8508199431863139552,productid:2695270217015438501,headlineOfferDocid:6809240134049708539,imageDocid:12189941724446486452,rds:PC_5001907228501824688|PROD_PC_5001907228501824688,gpcid:5001907228501824688,mid:576462881555721880,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing Headphone Hybrid Active Noise Cancelling Headphones,24817.0,4.8,373.0,best buy,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:9465036878436651571,productid:6301785134951310526,headlineOfferDocid:4156268253425997331,imageDocid:3321368407530078399,rds:PC_12534570111090811875|PROD_PC_12534570111090811875,gpcid:12534570111090811875,mid:576462833516418749,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing Phone Dual SIM 5G,31539.170000000002,4.8,468.0,ebay,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:7325217047670441261,productid:11991870832017456189,headlineOfferDocid:3166035982048057076,imageDocid:13028006968106750764,rds:PC_17436641115210096660|PROD_PC_17436641115210096660,gpcid:17436641115210096660,mid:576462460361716521,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing  Phone 4a Pro 256GB Unlocked  Black,49799.17,4.4,676.0,best buy,Free delivery by Sat,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=productid:7670836587855907815,headlineOfferDocid:7670836587855907815,imageDocid:4005955712911739143,rds:PC_2901239192010480193|PROD_PC_2901239192010480193,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing Phone 256GB,25056.04,4.7,1000.0,bfix,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:15050673865048022596,productid:11116990345789575097,headlineOfferDocid:13650284184205402627,imageDocid:2864638858020815455,rds:PC_13684307289004167628|PROD_PC_13684307289004167628,gpcid:13684307289004167628,mid:576462814202792322,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing Phone 2a Plus 5G Smartphone,10790.0,4.8,221.0,heesakkersinfra.nl,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:10526438601547189805,productid:15411521639370074669,headlineOfferDocid:16596415746179583119,imageDocid:9493395316159587747,rds:PC_5237687304842151423|PROD_PC_5237687304842151423,gpcid:5237687304842151423,mid:576462782974217784,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing Ears True Wireless Bluetooth Earphones,14857.0,4.8,206.0,best buy,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:3291657717481451993,productid:6976358242660567416,headlineOfferDocid:15757297731592457720,imageDocid:6902033903780942232,rds:PC_425888014126946729|PROD_PC_425888014126946729,gpcid:425888014126946729,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing Phone 3a Lite 5G,30708.34,4.8,213.0,ebay - globaltone05,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:14107119450368430174,productid:495689171678228933,headlineOfferDocid:18094447596758870317,imageDocid:11056660021304623107,rds:PC_1188226152943200491|PROD_PC_1188226152943200491,gpcid:1188226152943200491,mid:576462524089789996,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing  Guilty Of Everything 10th Anniversary Silver LP Vinyl,1162.0,,,oldies.com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:13901559279562450115,productid:14533771707759642023,headlineOfferDocid:14104406007534876382,imageDocid:14659792018044668327,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing A Portrait of Insomnia,1123.82,,,target,Free delivery on $35+,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:11191780760857976764,productid:11741074191097046989,headlineOfferDocid:1945198686804118534,imageDocid:17816145458024487846,gpcid:10457701711061105647,mid:576460832400496221,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing CMF Buds 2,3485.17,4.6,938.0,dressinn.com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:12659234616454849232,productid:8574666090947318137,headlineOfferDocid:6846879526299944021,imageDocid:6125577596353914428,rds:PC_13887802858395412725|PROD_PC_13887802858395412725,gpcid:13887802858395412725,mid:576462889934333704,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing,82.17,,,barnes & noble - nook,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:15428676666891031544,productid:729542585439132393,headlineOfferDocid:9054064722142598789,imageDocid:17670098832373362043,gpcid:1930788569298309497,mid:576462731993000422,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing Phone Pro 256GB,60855.600000000006,4.4,676.0,ebay - ak.smartphones,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:2550583599251989093,productid:13009643793002790116,headlineOfferDocid:8575915879309489052,imageDocid:8043832655519768217,rds:PC_2901239192010480193|PROD_PC_2901239192010480193,gpcid:2901239192010480193,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing  Dance On The Blacktop LPVinyl,1659.1699999999998,5.0,1.0,music direct,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:13225180076442707653,productid:7903666168818795869,headlineOfferDocid:3820090911423367112,imageDocid:1925398392059272031,rds:PC_15398882245214741511|PROD_PC_15398882245214741511,gpcid:15398882245214741511,mid:576462859584335939,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing Ear Stick Wireless Earbuds,6639.169999999999,4.3,466.0,walmart - luoheshianhaoshangmaoyo,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:3986665957412755763,productid:4951066930713357502,headlineOfferDocid:11118560158783130074,imageDocid:781950004628807023,rds:PC_12527464623683721488|PROD_PC_12527464623683721488,gpcid:12527464623683721488,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing  A Short History Of Decay LPVinyl,1607.71,,,target,Free delivery on $35+,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:14154146075343229012,productid:227786893507619189,headlineOfferDocid:5452582508550539837,imageDocid:4388254885981528494,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing Ear,8217.0,4.6,2100.0,ebay - multistore4all,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:11847874174640422873,productid:8047890997993935720,headlineOfferDocid:756498665883962009,imageDocid:13291311936887408733,rds:PC_18175989244255226091|PROD_PC_18175989244255226091,gpcid:18175989244255226091,mid:576462807426984518,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing  Surprising Insights Everywhere from Zero to Oblivion,746.1700000000001,5.0,2.0,barnes & noble - nook,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:4446457156581263649,productid:7824536028139996397,headlineOfferDocid:9642764045708692595,imageDocid:8546983936310326689,rds:PC_120666564587068527|PROD_PC_120666564587068527,gpcid:120666564587068527,mid:576462775169043418,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing Phone 1 8GB RAM,50619.21,4.4,982.0,topmarket.co.il,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:17631202813198457267,productid:2982178431372135557,headlineOfferDocid:10452503915604521643,imageDocid:7770752521639540812,rds:PC_10473219694968610472|PROD_PC_10473219694968610472,gpcid:10473219694968610472,mid:576462716600474923,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing Phone Pro Snapdragon 7 Gen 4,65485.340000000004,5.0,8.0,ebay,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:14882160812235216753,productid:12602271916938464102,headlineOfferDocid:12328290758333574570,imageDocid:11929244946844901109,rds:PC_17904064784808497354|PROD_PC_17904064784808497354,gpcid:17904064784808497354,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Nothing Ear 1 Wireless Earbuds,8300.0,4.6,343.0,uncrate,Free delivery on $199+,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:2232234002614607250,productid:6922543985907199151,headlineOfferDocid:9263726874835377476,imageDocid:11926467782557552806,rds:PC_541808107873134328|PROD_PC_541808107873134328,gpcid:541808107873134328,mid:576462890235627387,pvt:hg&hl=en&gl=us&udm=28"
nothing,mobile,Pre order nothing 3a pro 5g phone 6 77inch 12gb ram 256gb  gray,32765.91,5.0,33.0,bfix,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nothing&prds=catalogid:16240410788433289670,productid:14997144199376756715,headlineOfferDocid:2036499975913555767,imageDocid:3393281449345866059,rds:CID_16240410788433289670|PROD_CID_16240410788433289670,pvt:hg&hl=en&gl=us&udm=28"
